,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10
701.9783315230119,,"[32.5, 6.0]",,,,,,,,
703.9386487435064,"[31.25, 12.0]",,,,,,,,,
704.3088064279209,,,,,"[15.25, 21.0]",,,,,
705.332613306158,,,,,,,,"[15.25, 10.5]",,
708.0683123569338,,,,"[22.75, 13.5]",,,,,,
709.568467998555,,,,,,,,,"[22.75, 12.0]",
709.832613306158,,,,,,,,"[15.25, 6.0]",,
709.9853420547303,"[26, 15.0]",,,,,,,,,
710.4783315230119,,"[24, 6.0]",,,,,,,,
714.1971376929994,,,,"[24, 19.5]",,,,,,
714.7895441596527,,,,,,"[22.75, 12.0]",,,,
716.0395441596527,,,,,,"[24, 12.0]",,,,
719.1372976030573,,,,,,,,,"[19.5, 21.0]",
719.2893031803826,,,"[47.5, 10.5]",,,,,,,
719.729523174395,,,,,,,"[47.5, 6.0]",,,
721.4471376929994,,,,"[31.25, 19.5]",,,,,,
724.5456245162533,,,,,,,,,"[24, 18.0]",
726.2204899227304,,,,,,,,"(0, 0)",,
728.1511757917173,,,,,,,,,"[26, 15.0]",
730.2618890964595,,,,,"(0, 0)",,,,,
732.1020774749209,,,,,,,,,,"[34.5, 12.0]"
735.2169652767178,,"(0, 0)",,,,,,,,
738.1020774749209,,,,,,,,,,"[34.5, 18.0]"
739.730259640617,,,,,,"[47.5, 9.0]",,,,
740.0020040943375,"(0, 0)",,,,,,,,,
740.4865704576591,,,,"[48.75, 12.0]",,,,,,
740.7334053238789,,,,,,,,,"[37.75, 19.5]",
741.230259640617,,,,,,"[47.5, 10.5]",,,,
745.9006450636844,,,,,,"[48.75, 6.0]",,,,
750.1905232977593,,,,,,,,"[20.75, 12.0]",,
750.5981151523533,,,,,,,,,"[47.5, 21.0]",
750.8250739645824,,,,,,"[50.75, 10.5]",,,,
751.4437415390472,,,,,,,,,,"[47.5, 21.0]"
753.7897980558209,,,,,"[22.75, 6.0]",,,,,
757.8347127330849,,"[20.75, 9.0]",,,,,,,,
761.9268756201697,,,,,,"[44.25, 19.5]",,,,
762.3347127330849,,"[20.75, 13.5]",,,,,,,,
