wave,distance,routes,order_per_wave,robot
536,194,"[[47.5, 12.0], [41.0, 18.0], [41.0, 13.5], [32.5, 19.5], [32.5, 22.5], [26, 19.5], [20.75, 21.0], [19.5, 9.0], (0, 0), [47.5, 12.0]]",9,R7
537,198,"[[20.75, 9.0], [20.75, 10.5], [20.75, 21.0], [44.25, 15.0], [44.25, 21.0], [45.5, 22.5], [47.5, 13.5], [47.5, 10.5], [24, 10.5], [22.75, 6.0], (0, 0), [20.75, 9.0]]",9,R8
538,278,"[(0, 0), [20.75, 9.0], [24, 12.0], [26, 13.5], [28.0, 18.0], [32.5, 21.0], [34.5, 15.0], [41.0, 15.0], [47.5, 19.5], [31.25, 12.0], [22.75, 12.0], (0, 0)]",9,R9
539,232,"[[41.0, 10.5], [42.25, 18.0], [28.0, 13.5], [26, 22.5], [26, 15.0], [22.75, 13.5], [15.25, 10.5], (0, 0), [34.5, 12.0], [41.0, 10.5]]",9,R10
540,176,"[[28.0, 16.5], [24, 21.0], [24, 9.0], (0, 0), [22.75, 15.0], [45.5, 15.0], [28.0, 16.5]]",9,R1
541,213,"[[41.0, 15.0], [41.0, 19.5], [35.75, 19.5], [34.5, 16.5], [31.25, 16.5], [28.0, 16.5], [26, 19.5], [24, 19.5], [20.75, 9.0], (0, 0), [41.0, 15.0]]",9,R2
542,197,"[[22.75, 21.0], [22.75, 18.0], [24, 16.5], [24, 21.0], [26, 22.5], [32.5, 18.0], [39.0, 9.0], [31.25, 6.0], [20.75, 6.0], (0, 0), [15.25, 21.0], [22.75, 21.0]]",9,R3
543,231,"[[39.0, 9.0], [41.0, 10.5], [45.5, 13.5], [47.5, 21.0], [48.75, 13.5], [26, 16.5], [24, 13.5], (0, 0), [39.0, 9.0]]",9,R4
544,210,"[[22.75, 6.0], [24, 6.0], [24, 13.5], [24, 16.5], [19.5, 19.5], [15.25, 21.0], [47.5, 21.0], [41.0, 13.5], [31.25, 6.0], (0, 0), [22.75, 6.0]]",9,R5
545,258,"[[42.25, 13.5], [41.0, 15.0], [41.0, 18.0], [26, 22.5], [20.75, 22.5], [22.75, 15.0], [24, 13.5], (0, 0), [34.5, 12.0], [37.75, 6.0], [50.75, 9.0], [42.25, 13.5]]",9,R6
546,213,"[(0, 0), [24, 10.5], [24, 12.0], [20.75, 16.5], [26, 15.0], [28.0, 18.0], [41.0, 15.0], [41.0, 10.5], [44.25, 10.5], (0, 0)]",9,R7
547,146,"[(0, 0), [47.5, 22.5], [48.75, 6.0], (0, 0)]",9,R8
548,204,"[[24, 13.5], [22.75, 21.0], [20.75, 16.5], [20.75, 9.0], (0, 0), [48.75, 9.0], [41.0, 13.5], [41.0, 16.5], [39.0, 19.5], [24, 13.5]]",9,R9
549,241,"[[20.75, 10.5], [41.0, 10.5], [41.0, 15.0], [44.25, 21.0], [44.25, 12.0], [47.5, 22.5], [42.25, 15.0], [35.75, 21.0], [26, 22.5], [26, 9.0], [22.75, 10.5], (0, 0), [20.75, 10.5]]",9,R10
550,266,"[[24, 10.5], [24, 16.5], [19.5, 16.5], [20.75, 22.5], [20.75, 9.0], (0, 0), [22.75, 13.5], [28.0, 18.0], [35.75, 21.0], [44.25, 21.0], [47.5, 21.0], [45.5, 12.0], [32.5, 9.0], [24, 10.5]]",9,R1
551,250,"[[20.75, 18.0], [20.75, 9.0], (0, 0), [28.0, 6.0], [28.0, 15.0], [28.0, 21.0], [32.5, 21.0], [45.5, 15.0], [41.0, 16.5], [41.0, 10.5], [42.25, 9.0], [34.5, 9.0], [22.75, 18.0], [20.75, 18.0]]",9,R2
552,276,"[[37.75, 21.0], [35.75, 19.5], [34.5, 18.0], [29.25, 13.5], [26, 22.5], [22.75, 19.5], [24, 13.5], [24, 9.0], [20.75, 9.0], (0, 0), [52.0, 9.0], [47.5, 10.5], [41.0, 16.5], [37.75, 21.0]]",9,R3
553,258,"[[41.0, 13.5], [41.0, 15.0], [32.5, 18.0], [31.25, 16.5], [22.75, 21.0], [15.25, 21.0], [20.75, 12.0], (0, 0), [24, 6.0], [26, 6.0], [26, 13.5], [52.0, 6.0], [41.0, 13.5]]",9,R4
554,201,"[[24, 21.0], [26, 22.5], [37.75, 21.0], [42.25, 16.5], [45.5, 13.5], [39.0, 10.5], [26, 6.0], (0, 0), [24, 9.0], [24, 10.5], [24, 21.0]]",9,R5
555,218,"[(0, 0), [28.0, 9.0], [32.5, 6.0], [48.75, 10.5], [52.0, 6.0], [31.25, 12.0], [26, 22.5], [24, 12.0], (0, 0)]",9,R6
