wave,distance,routes,order_per_wave,robot
404,219,"[(0, 0), [15.25, 10.5], [19.5, 21.0], [22.75, 15.0], [22.75, 13.5], [24, 18.0], [26, 22.5], [32.5, 19.5], [44.25, 22.5], [45.5, 12.0], [41.0, 9.0], (0, 0)]",9,R8
405,145,"[(0, 0), [24, 21.0], [34.5, 9.0], [39.0, 9.0], (0, 0)]",9,R8
406,263,"[(0, 0), [20.75, 9.0], [24, 10.5], [19.5, 21.0], [20.75, 22.5], [28.0, 16.5], [44.25, 15.0], [45.5, 22.5], [45.5, 10.5], [39.0, 15.0], [39.0, 9.0], [35.75, 10.5], (0, 0)]",9,R8
407,243,"[(0, 0), [20.75, 9.0], [20.75, 18.0], [22.75, 16.5], [22.75, 12.0], [26, 13.5], [35.75, 21.0], [41.0, 22.5], [47.5, 19.5], [47.5, 10.5], [47.5, 6.0], [39.0, 12.0], [34.5, 9.0], (0, 0)]",9,R8
408,266,"[(0, 0), [24, 13.5], [22.75, 15.0], [22.75, 13.5], [22.75, 16.5], [22.75, 19.5], [19.5, 21.0], [20.75, 22.5], [31.25, 22.5], [34.5, 12.0], [35.75, 21.0], [37.75, 21.0], [45.5, 22.5], [52.0, 13.5], [47.5, 10.5], (0, 0)]",9,R8
409,236,"[(0, 0), [26, 6.0], [42.25, 13.5], [45.5, 21.0], [35.75, 15.0], [34.5, 15.0], [32.5, 19.5], [24, 18.0], [19.5, 21.0], [22.75, 12.0], (0, 0)]",9,R8
410,270,"[(0, 0), [22.75, 13.5], [22.75, 10.5], [34.5, 9.0], [39.0, 9.0], [52.0, 10.5], [45.5, 18.0], [41.0, 19.5], [32.5, 15.0], [19.5, 21.0], [20.75, 18.0], [20.75, 10.5], (0, 0)]",9,R8
411,237,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [24, 21.0], [24, 22.5], [44.25, 16.5], [47.5, 22.5], [45.5, 13.5], [52.0, 6.0], [48.75, 6.0], [39.0, 9.0], (0, 0)]",9,R8
412,292,"[(0, 0), [20.75, 6.0], [20.75, 10.5], [19.5, 21.0], [22.75, 13.5], [22.75, 15.0], [24, 13.5], [26, 16.5], [34.5, 15.0], [35.75, 15.0], [42.25, 13.5], [45.5, 10.5], [47.5, 9.0], (0, 0)]",9,R8
413,84,"[(0, 0), [26, 16.5], (0, 0)]",9,R8
414,175,"[(0, 0), [22.75, 12.0], [22.75, 13.5], [24, 16.5], [24, 19.5], [28.0, 16.5], [44.25, 22.5], [32.5, 6.0], (0, 0)]",9,R8
415,206,"[(0, 0), [15.25, 10.5], [19.5, 21.0], [24, 13.5], [35.75, 22.5], [35.75, 15.0], [45.5, 15.0], [39.0, 9.0], (0, 0)]",9,R8
416,162,"[(0, 0), [37.75, 13.5], [45.5, 15.0], [47.5, 9.0], (0, 0)]",9,R8
417,130,"[(0, 0), [22.75, 6.0], [22.75, 12.0], [41.0, 22.5], [41.0, 12.0], (0, 0)]",9,R8
418,202,"[(0, 0), [24, 12.0], [22.75, 15.0], [19.5, 21.0], [35.75, 21.0], [45.5, 13.5], [34.5, 9.0], (0, 0)]",9,R8
419,223,"[(0, 0), [26, 6.0], [26, 13.5], [31.25, 22.5], [41.0, 13.5], [44.25, 22.5], [35.75, 21.0], [34.5, 12.0], [19.5, 21.0], [19.5, 15.0], [15.25, 21.0], (0, 0)]",9,R8
420,222,"[(0, 0), [20.75, 9.0], [22.75, 21.0], [24, 19.5], [24, 18.0], [28.0, 16.5], [41.0, 15.0], [44.25, 21.0], [44.25, 10.5], [39.0, 9.0], [29.25, 6.0], (0, 0)]",9,R8
421,225,"[(0, 0), [24, 9.0], [24, 13.5], [24, 19.5], [24, 21.0], [19.5, 21.0], [22.75, 12.0], [22.75, 13.5], [31.25, 13.5], [37.75, 18.0], [37.75, 13.5], [37.75, 6.0], [50.75, 6.0], (0, 0)]",9,R8
422,262,"[(0, 0), [26, 6.0], [44.25, 10.5], [47.5, 10.5], [37.75, 10.5], [37.75, 13.5], [37.75, 16.5], [39.0, 15.0], [35.75, 21.0], [28.0, 22.5], [24, 19.5], [19.5, 21.0], [19.5, 18.0], [22.75, 12.0], (0, 0)]",9,R8
423,183,"[(0, 0), [22.75, 6.0], [24, 6.0], [24, 19.5], [19.5, 21.0], [26, 22.5], [26, 13.5], [44.25, 9.0], (0, 0)]",9,R8
424,225,"[(0, 0), [20.75, 9.0], [24, 9.0], [32.5, 6.0], [42.25, 15.0], [47.5, 18.0], [37.75, 21.0], [19.5, 21.0], [22.75, 15.0], [22.75, 13.5], (0, 0)]",9,R8
425,131,"[(0, 0), [24, 16.5], [41.0, 15.0], (0, 0)]",9,R8
426,221,"[(0, 0), [22.75, 13.5], [24, 21.0], [26, 19.5], [26, 22.5], [32.5, 12.0], [34.5, 15.0], [37.75, 13.5], [44.25, 10.5], (0, 0)]",9,R8
427,231,"[(0, 0), [20.75, 6.0], [20.75, 9.0], [20.75, 21.0], [22.75, 13.5], [31.25, 12.0], [42.25, 10.5], [47.5, 10.5], [50.75, 9.0], (0, 0)]",9,R8
428,254,"[(0, 0), [24, 6.0], [24, 9.0], [24, 12.0], [19.5, 21.0], [37.75, 15.0], [44.25, 21.0], [48.75, 12.0], [47.5, 10.5], [32.5, 12.0], [29.25, 10.5], (0, 0)]",9,R8
429,230,"[(0, 0), [28.0, 9.0], [32.5, 6.0], [39.0, 9.0], [44.25, 10.5], [44.25, 13.5], [44.25, 19.5], [45.5, 15.0], [37.75, 16.5], [26, 21.0], [22.75, 13.5], (0, 0)]",9,R8
430,252,"[(0, 0), [15.25, 10.5], [26, 6.0], [39.0, 9.0], [47.5, 13.5], [45.5, 22.5], [41.0, 22.5], [35.75, 18.0], [28.0, 15.0], [19.5, 21.0], [19.5, 19.5], [22.75, 15.0], [22.75, 13.5], (0, 0)]",9,R8
431,225,"[(0, 0), [22.75, 6.0], [24, 6.0], [24, 12.0], [24, 13.5], [24, 19.5], [22.75, 21.0], [20.75, 22.5], [26, 22.5], [28.0, 12.0], [44.25, 21.0], [45.5, 21.0], [45.5, 16.5], [45.5, 15.0], [42.25, 10.5], (0, 0)]",9,R8
432,136,"[(0, 0), [45.5, 22.5], (0, 0)]",9,R8
433,62,"[(0, 0), [19.5, 12.0], (0, 0)]",9,R8
434,238,"[(0, 0), [20.75, 9.0], [22.75, 10.5], [19.5, 21.0], [26, 15.0], [26, 18.0], [28.0, 16.5], [42.25, 15.0], [44.25, 21.0], [47.5, 10.5], (0, 0)]",9,R8
435,294,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [22.75, 15.0], [26, 13.5], [31.25, 21.0], [32.5, 19.5], [32.5, 15.0], [41.0, 15.0], [52.0, 15.0], [44.25, 10.5], [35.75, 12.0], (0, 0)]",9,R8
436,215,"[(0, 0), [22.75, 12.0], [22.75, 15.0], [19.5, 21.0], [41.0, 15.0], [41.0, 13.5], [42.25, 15.0], [45.5, 18.0], [48.75, 12.0], (0, 0)]",9,R8
437,225,"[(0, 0), [20.75, 9.0], [26, 10.5], [48.75, 12.0], [45.5, 18.0], [35.75, 21.0], [32.5, 18.0], [22.75, 22.5], [24, 21.0], [24, 13.5], (0, 0)]",9,R8
438,224,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [29.25, 13.5], [52.0, 13.5], [42.25, 18.0], [42.25, 16.5], [39.0, 12.0], [39.0, 9.0], (0, 0)]",9,R8
439,64,"[(0, 0), [26, 6.0], (0, 0)]",9,R8
440,84,"[(0, 0), [29.25, 13.5], (0, 0)]",9,R8
441,226,"[(0, 0), [20.75, 6.0], [20.75, 9.0], [20.75, 10.5], [20.75, 12.0], [47.5, 10.5], [45.5, 16.5], [41.0, 19.5], [41.0, 15.0], [31.25, 13.5], [31.25, 12.0], [22.75, 15.0], [22.75, 13.5], [22.75, 12.0], (0, 0)]",9,R8
442,64,"[(0, 0), [20.75, 12.0], (0, 0)]",9,R9
443,68,"[(0, 0), [22.75, 12.0], (0, 0)]",9,R9
444,62,"[(0, 0), [20.75, 10.5], (0, 0)]",9,R9
445,122,"[(0, 0), [26, 6.0], [26, 10.5], [32.5, 21.0], [24, 15.0], (0, 0)]",9,R9
446,226,"[(0, 0), [20.75, 9.0], [20.75, 12.0], [20.75, 21.0], [22.75, 12.0], [28.0, 18.0], [29.25, 13.5], [39.0, 16.5], [41.0, 21.0], [45.5, 10.5], (0, 0)]",9,R9
447,197,"[(0, 0), [22.75, 10.5], [24, 18.0], [24, 19.5], [26, 15.0], [26, 21.0], [47.5, 13.5], [41.0, 10.5], (0, 0)]",9,R9
448,244,"[(0, 0), [15.25, 12.0], [19.5, 15.0], [24, 12.0], [24, 19.5], [37.75, 21.0], [41.0, 15.0], [44.25, 10.5], [26, 6.0], [20.75, 12.0], (0, 0)]",9,R9
449,271,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [24, 18.0], [26, 15.0], [26, 6.0], [29.25, 6.0], [39.0, 12.0], [47.5, 15.0], [35.75, 13.5], [28.0, 18.0], [28.0, 15.0], [28.0, 12.0], (0, 0)]",9,R9
450,163,"[(0, 0), [20.75, 12.0], [20.75, 21.0], [26, 22.5], [31.25, 16.5], [32.5, 21.0], [32.5, 16.5], [35.75, 21.0], [22.75, 18.0], [22.75, 13.5], [22.75, 12.0], (0, 0)]",9,R9
451,237,"[(0, 0), [20.75, 6.0], [24, 6.0], [24, 9.0], [24, 19.5], [22.75, 13.5], [45.5, 15.0], [45.5, 22.5], [47.5, 21.0], [47.5, 10.5], [42.25, 10.5], [39.0, 9.0], (0, 0)]",9,R9
452,237,"[(0, 0), [20.75, 9.0], [20.75, 12.0], [22.75, 13.5], [22.75, 12.0], [24, 9.0], [24, 19.5], [45.5, 16.5], [47.5, 10.5], [31.25, 16.5], [31.25, 6.0], (0, 0)]",9,R9
453,275,"[(0, 0), [20.75, 9.0], [20.75, 12.0], [22.75, 15.0], [24, 18.0], [24, 21.0], [26, 22.5], [28.0, 15.0], [29.25, 13.5], [37.75, 15.0], [47.5, 21.0], [45.5, 12.0], [44.25, 12.0], (0, 0)]",9,R9
454,72,"[(0, 0), [24, 12.0], (0, 0)]",9,R9
455,88,"[(0, 0), [26, 18.0], (0, 0)]",9,R9
456,205,"[(0, 0), [24, 6.0], [44.25, 9.0], [48.75, 6.0], [47.5, 21.0], [35.75, 16.5], [26, 22.5], [22.75, 10.5], (0, 0)]",9,R9
457,126,"[(0, 0), [26, 6.0], [32.5, 18.0], [19.5, 16.5], (0, 0)]",9,R9
458,80,"[(0, 0), [19.5, 21.0], (0, 0)]",9,R9
459,74,"[(0, 0), [24, 13.5], (0, 0)]",9,R9
460,197,"[(0, 0), [20.75, 9.0], [26, 6.0], [34.5, 15.0], [32.5, 18.0], [50.75, 12.0], (0, 0)]",9,R9
461,115,"[(0, 0), [24, 13.5], [35.75, 9.0], (0, 0)]",9,R9
462,206,"[(0, 0), [26, 10.5], [52.0, 9.0], [39.0, 18.0], [34.5, 15.0], [20.75, 22.5], [20.75, 18.0], [20.75, 6.0], (0, 0)]",9,R9
463,135,"[(0, 0), [15.25, 6.0], [41.0, 22.5], [20.75, 9.0], (0, 0)]",9,R9
464,183,"[(0, 0), [15.25, 10.5], [32.5, 22.5], [45.5, 16.5], [47.5, 10.5], [20.75, 9.0], (0, 0)]",9,R9
465,174,"[(0, 0), [19.5, 21.0], [29.25, 13.5], [45.5, 19.5], [39.0, 9.0], (0, 0)]",9,R9
466,198,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [31.25, 16.5], [32.5, 18.0], [45.5, 22.5], [22.75, 15.0], [22.75, 13.5], [24, 6.0], (0, 0)]",9,R9
467,257,"[(0, 0), [15.25, 10.5], [19.5, 21.0], [20.75, 22.5], [22.75, 18.0], [22.75, 13.5], [26, 15.0], [26, 19.5], [35.75, 21.0], [37.75, 21.0], [47.5, 16.5], [44.25, 9.0], [24, 6.0], [20.75, 9.0], (0, 0)]",9,R9
468,324,"[(0, 0), [20.75, 9.0], [24, 10.5], [37.75, 12.0], [39.0, 9.0], [41.0, 10.5], [44.25, 10.5], [45.5, 22.5], [42.25, 13.5], [28.0, 15.0], [26, 18.0], [20.75, 22.5], [19.5, 21.0], [19.5, 18.0], [22.75, 15.0], (0, 0)]",9,R9
469,128,"[(0, 0), [47.5, 16.5], (0, 0)]",9,R9
470,178,"[(0, 0), [15.25, 6.0], [22.75, 10.5], [19.5, 21.0], [32.5, 18.0], [37.75, 21.0], [41.0, 10.5], (0, 0)]",9,R9
471,132,"[(0, 0), [20.75, 9.0], [37.75, 21.0], [26, 13.5], (0, 0)]",9,R9
472,74,"[(0, 0), [22.75, 15.0], (0, 0)]",9,R9
473,158,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [39.0, 19.5], [44.25, 9.0], (0, 0)]",9,R9
474,98,"[(0, 0), [35.75, 13.5], (0, 0)]",9,R9
475,214,"[(0, 0), [15.25, 10.5], [20.75, 9.0], [19.5, 19.5], [19.5, 21.0], [26, 22.5], [31.25, 16.5], [44.25, 22.5], [39.0, 9.0], [35.75, 9.0], (0, 0)]",9,R9
476,246,"[(0, 0), [20.75, 6.0], [20.75, 9.0], [22.75, 9.0], [26, 10.5], [26, 15.0], [26, 19.5], [31.25, 22.5], [52.0, 13.5], [44.25, 16.5], [15.25, 21.0], [19.5, 13.5], (0, 0)]",9,R9
477,130,"[(0, 0), [45.5, 19.5], (0, 0)]",9,R9
478,206,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [32.5, 18.0], [41.0, 19.5], [50.75, 13.5], [47.5, 10.5], (0, 0)]",9,R9
479,191,"[(0, 0), [20.75, 9.0], [20.75, 13.5], [19.5, 21.0], [45.5, 22.5], [47.5, 21.0], [44.25, 22.5], [32.5, 13.5], [26, 15.0], [26, 10.5], (0, 0)]",9,R9
480,80,"[(0, 0), [19.5, 21.0], (0, 0)]",9,R9
481,298,"[(0, 0), [20.75, 9.0], [20.75, 21.0], [19.5, 21.0], [15.25, 21.0], [22.75, 21.0], [31.25, 21.0], [34.5, 15.0], [35.75, 13.5], [44.25, 22.5], [45.5, 13.5], [48.75, 9.0], [39.0, 9.0], [37.75, 6.0], [32.5, 9.0], (0, 0)]",9,R9
482,312,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [22.75, 15.0], [22.75, 21.0], [24, 18.0], [45.5, 21.0], [52.0, 12.0], [48.75, 9.0], [48.75, 6.0], [44.25, 9.0], [44.25, 21.0], [39.0, 16.5], [31.25, 16.5], [31.25, 6.0], [35.75, 9.0], (0, 0)]",9,R9
483,252,"[(0, 0), [20.75, 9.0], [24, 10.5], [26, 9.0], [42.25, 6.0], [41.0, 10.5], [41.0, 22.5], [45.5, 18.0], [35.75, 22.5], [32.5, 19.5], [19.5, 21.0], [22.75, 15.0], (0, 0)]",9,R9
484,260,"[(0, 0), [15.25, 12.0], [19.5, 21.0], [19.5, 18.0], [20.75, 18.0], [20.75, 9.0], [24, 10.5], [24, 15.0], [26, 22.5], [32.5, 19.5], [32.5, 22.5], [48.75, 22.5], [42.25, 18.0], [42.25, 10.5], [52.0, 6.0], (0, 0)]",9,R9
485,240,"[(0, 0), [20.75, 9.0], [24, 9.0], [24, 10.5], [19.5, 21.0], [26, 22.5], [42.25, 12.0], [47.5, 10.5], [47.5, 18.0], [52.0, 12.0], (0, 0)]",9,R9
486,218,"[(0, 0), [20.75, 9.0], [20.75, 13.5], [22.75, 15.0], [26, 22.5], [47.5, 21.0], [45.5, 15.0], [45.5, 13.5], [37.75, 19.5], [37.75, 13.5], [32.5, 10.5], (0, 0)]",9,R9
487,326,"[(0, 0), [22.75, 6.0], [47.5, 10.5], [48.75, 12.0], [44.25, 13.5], [44.25, 22.5], [41.0, 18.0], [39.0, 12.0], [37.75, 16.5], [28.0, 18.0], [24, 18.0], [22.75, 16.5], [19.5, 21.0], [15.25, 21.0], [20.75, 9.0], (0, 0)]",9,R9
488,325,"[(0, 0), [24, 10.5], [24, 6.0], [26, 10.5], [44.25, 12.0], [44.25, 16.5], [52.0, 13.5], [42.25, 18.0], [41.0, 18.0], [37.75, 12.0], [28.0, 15.0], [22.75, 15.0], [22.75, 21.0], [15.25, 21.0], [20.75, 12.0], (0, 0)]",9,R9
489,216,"[(0, 0), [20.75, 9.0], [20.75, 22.5], [28.0, 21.0], [41.0, 15.0], [44.25, 15.0], [47.5, 21.0], [45.5, 15.0], [48.75, 6.0], (0, 0)]",9,R9
490,248,"[(0, 0), [20.75, 9.0], [20.75, 16.5], [19.5, 21.0], [28.0, 18.0], [34.5, 12.0], [34.5, 15.0], [45.5, 22.5], [47.5, 18.0], [44.25, 15.0], [32.5, 18.0], [32.5, 15.0], [22.75, 15.0], [22.75, 10.5], (0, 0)]",9,R9
491,248,"[(0, 0), [22.75, 6.0], [45.5, 10.5], [48.75, 12.0], [42.25, 16.5], [41.0, 15.0], [41.0, 10.5], [39.0, 12.0], [26, 22.5], [19.5, 21.0], (0, 0)]",9,R9
492,289,"[(0, 0), [20.75, 9.0], [24, 10.5], [26, 9.0], [29.25, 13.5], [20.75, 22.5], [28.0, 18.0], [31.25, 16.5], [34.5, 21.0], [44.25, 16.5], [41.0, 13.5], [35.75, 21.0], [35.75, 10.5], (0, 0)]",9,R9
493,200,"[(0, 0), [15.25, 10.5], [42.25, 9.0], [42.25, 12.0], [45.5, 22.5], [22.75, 12.0], [22.75, 15.0], [19.5, 21.0], [20.75, 21.0], [20.75, 9.0], (0, 0)]",9,R9
494,101,"[(0, 0), [24, 6.0], [24, 16.5], [24, 18.0], [26, 15.0], (0, 0)]",9,R9
495,272,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [24, 13.5], [26, 19.5], [34.5, 13.5], [41.0, 15.0], [44.25, 19.5], [45.5, 13.5], [42.25, 18.0], [35.75, 12.0], [35.75, 10.5], (0, 0)]",9,R9
496,233,"[(0, 0), [20.75, 6.0], [20.75, 9.0], [19.5, 21.0], [24, 15.0], [24, 13.5], [29.25, 6.0], [47.5, 10.5], [41.0, 15.0], [32.5, 12.0], (0, 0)]",9,R9
497,211,"[(0, 0), [20.75, 9.0], [19.5, 21.0], [24, 16.5], [24, 19.5], [41.0, 15.0], [47.5, 10.5], [29.25, 10.5], (0, 0)]",9,R10
498,90,"[(0, 0), [20.75, 6.0], [19.5, 21.0], (0, 0)]",9,R10
499,120,"[(0, 0), [44.25, 16.5], (0, 0)]",9,R10
500,265,"[(0, 0), [22.75, 13.5], [19.5, 21.0], [24, 13.5], [24, 10.5], [24, 9.0], [26, 10.5], [26, 22.5], [41.0, 12.0], [44.25, 16.5], [44.25, 22.5], [34.5, 16.5], [34.5, 15.0], [34.5, 12.0], [34.5, 9.0], [37.75, 9.0], (0, 0)]",9,R10
501,267,"[(0, 0), [22.75, 12.0], [24, 6.0], [47.5, 10.5], [45.5, 10.5], [41.0, 15.0], [37.75, 21.0], [34.5, 16.5], [32.5, 19.5], [19.5, 19.5], [19.5, 21.0], [20.75, 22.5], [20.75, 15.0], [20.75, 9.0], (0, 0)]",9,R10
502,230,"[(0, 0), [20.75, 9.0], [20.75, 16.5], [19.5, 21.0], [22.75, 21.0], [24, 13.5], [32.5, 16.5], [32.5, 22.5], [41.0, 22.5], [44.25, 12.0], [52.0, 9.0], (0, 0)]",9,R10
503,187,"[(0, 0), [20.75, 9.0], [22.75, 10.5], [22.75, 15.0], [15.25, 21.0], [19.5, 16.5], [34.5, 18.0], [24, 18.0], [24, 12.0], (0, 0)]",9,R10
504,277,"[(0, 0), [22.75, 6.0], [52.0, 6.0], [50.75, 9.0], [44.25, 16.5], [35.75, 22.5], [34.5, 13.5], [28.0, 15.0], [24, 19.5], [19.5, 21.0], [15.25, 21.0], [20.75, 9.0], (0, 0)]",9,R10
505,90,"[(0, 0), [20.75, 9.0], [19.5, 21.0], (0, 0)]",9,R10
506,192,"[(0, 0), [20.75, 6.0], [24, 6.0], [24, 9.0], [24, 18.0], [24, 19.5], [22.75, 21.0], [19.5, 21.0], [45.5, 19.5], [45.5, 12.0], [32.5, 9.0], (0, 0)]",9,R10
507,132,"[(0, 0), [44.25, 22.5], (0, 0)]",9,R10
508,136,"[(0, 0), [45.5, 22.5], (0, 0)]",9,R10
509,237,"[(0, 0), [20.75, 9.0], [22.75, 13.5], [19.5, 18.0], [19.5, 21.0], [31.25, 18.0], [31.25, 9.0], [41.0, 13.5], [52.0, 10.5], (0, 0)]",9,R10
510,62,"[(0, 0), [20.75, 10.5], (0, 0)]",9,R10
511,207,"[(0, 0), [20.75, 12.0], [19.5, 21.0], [32.5, 22.5], [35.75, 19.5], [41.0, 13.5], [44.25, 9.0], [37.75, 13.5], (0, 0)]",9,R10
512,246,"[(0, 0), [20.75, 9.0], [39.0, 10.5], [42.25, 9.0], [45.5, 22.5], [45.5, 18.0], [41.0, 15.0], [41.0, 19.5], [41.0, 22.5], [35.75, 18.0], [26, 22.5], [22.75, 15.0], [19.5, 21.0], [19.5, 18.0], [19.5, 6.0], (0, 0)]",9,R10
513,319,"[(0, 0), [15.25, 6.0], [39.0, 9.0], [44.25, 9.0], [47.5, 9.0], [52.0, 10.5], [41.0, 15.0], [35.75, 13.5], [32.5, 18.0], [26, 22.5], [24, 22.5], [19.5, 21.0], [28.0, 15.0], [22.75, 6.0], (0, 0)]",9,R10
514,168,"[(0, 0), [20.75, 9.0], [34.5, 15.0], [24, 15.0], [19.5, 21.0], [19.5, 18.0], [15.25, 21.0], [15.25, 6.0], (0, 0)]",9,R10
515,202,"[(0, 0), [15.25, 10.5], [50.75, 13.5], [22.75, 13.5], [19.5, 21.0], [20.75, 13.5], [20.75, 9.0], (0, 0)]",9,R10
516,110,"[(0, 0), [15.25, 10.5], [22.75, 18.0], [24, 13.5], (0, 0)]",9,R10
517,96,"[(0, 0), [26, 22.5], (0, 0)]",9,R10
518,94,"[(0, 0), [31.25, 16.5], (0, 0)]",9,R10
519,56,"[(0, 0), [22.75, 6.0], (0, 0)]",9,R10
520,62,"[(0, 0), [20.75, 10.5], (0, 0)]",9,R10
521,68,"[(0, 0), [22.75, 12.0], (0, 0)]",9,R10
522,86,"[(0, 0), [22.75, 21.0], (0, 0)]",9,R10
523,289,"[(0, 0), [15.25, 10.5], [19.5, 21.0], [22.75, 15.0], [41.0, 10.5], [41.0, 18.0], [48.75, 21.0], [50.75, 9.0], [34.5, 9.0], [26, 10.5], [24, 10.5], [20.75, 9.0], (0, 0)]",9,R10
524,267,"[(0, 0), [26, 6.0], [29.25, 10.5], [35.75, 9.0], [45.5, 10.5], [45.5, 15.0], [42.25, 18.0], [32.5, 18.0], [22.75, 21.0], [22.75, 18.0], [19.5, 21.0], [24, 21.0], [26, 22.5], [28.0, 15.0], (0, 0)]",9,R10
525,102,"[(0, 0), [42.25, 9.0], (0, 0)]",9,R10
526,66,"[(0, 0), [22.75, 10.5], (0, 0)]",9,R10
527,248,"[(0, 0), [15.25, 6.0], [15.25, 10.5], [19.5, 21.0], [22.75, 15.0], [34.5, 15.0], [35.75, 19.5], [35.75, 21.0], [45.5, 22.5], [44.25, 22.5], [44.25, 10.5], [39.0, 15.0], [32.5, 18.0], [32.5, 6.0], (0, 0)]",9,R10
528,127,"[(0, 0), [20.75, 9.0], [32.5, 18.0], [22.75, 13.5], (0, 0)]",9,R10
529,132,"[(0, 0), [44.25, 22.5], (0, 0)]",9,R10
530,97,"[(0, 0), [24, 13.5], [19.5, 21.0], (0, 0)]",9,R10
531,186,"[(0, 0), [15.25, 6.0], [19.5, 21.0], [24, 18.0], [31.25, 16.5], [44.25, 19.5], [26, 22.5], [26, 10.5], (0, 0)]",9,R10
532,180,"[(0, 0), [20.75, 9.0], [26, 10.5], [26, 21.0], [44.25, 10.5], [48.75, 9.0], (0, 0)]",9,R10
533,250,"[(0, 0), [22.75, 15.0], [19.5, 21.0], [26, 22.5], [28.0, 15.0], [31.25, 16.5], [34.5, 15.0], [47.5, 13.5], [45.5, 10.5], [32.5, 6.0], (0, 0)]",9,R10
534,232,"[(0, 0), [22.75, 6.0], [22.75, 10.5], [22.75, 15.0], [19.5, 21.0], [26, 22.5], [39.0, 18.0], [45.5, 22.5], [44.25, 12.0], [47.5, 9.0], [47.5, 10.5], [29.25, 6.0], [28.0, 9.0], (0, 0)]",9,R10
535,131,"[(0, 0), [19.5, 21.0], [41.0, 21.0], (0, 0)]",9,R10
536,194,"[(0, 0), [19.5, 9.0], [20.75, 21.0], [26, 19.5], [32.5, 19.5], [32.5, 22.5], [41.0, 13.5], [41.0, 18.0], [47.5, 12.0], (0, 0)]",9,R10
537,198,"[(0, 0), [22.75, 6.0], [24, 10.5], [47.5, 10.5], [47.5, 13.5], [45.5, 22.5], [44.25, 21.0], [44.25, 15.0], [20.75, 21.0], [20.75, 10.5], [20.75, 9.0], (0, 0)]",9,R10
538,278,"[(0, 0), [20.75, 9.0], [31.25, 12.0], [47.5, 19.5], [41.0, 15.0], [34.5, 15.0], [32.5, 21.0], [28.0, 18.0], [26, 13.5], [24, 12.0], [22.75, 12.0], (0, 0)]",9,R10
539,232,"[(0, 0), [15.25, 10.5], [22.75, 13.5], [26, 15.0], [26, 22.5], [28.0, 13.5], [42.25, 18.0], [41.0, 10.5], [34.5, 12.0], (0, 0)]",9,R10
540,176,"[(0, 0), [24, 9.0], [24, 21.0], [45.5, 15.0], [28.0, 16.5], [22.75, 15.0], (0, 0)]",9,R10
541,213,"[(0, 0), [20.75, 9.0], [24, 19.5], [26, 19.5], [28.0, 16.5], [31.25, 16.5], [34.5, 16.5], [35.75, 19.5], [41.0, 19.5], [41.0, 15.0], (0, 0)]",9,R10
542,197,"[(0, 0), [20.75, 6.0], [31.25, 6.0], [39.0, 9.0], [32.5, 18.0], [26, 22.5], [24, 21.0], [24, 16.5], [22.75, 21.0], [22.75, 18.0], [15.25, 21.0], (0, 0)]",9,R10
543,231,"[(0, 0), [24, 13.5], [26, 16.5], [48.75, 13.5], [47.5, 21.0], [45.5, 13.5], [41.0, 10.5], [39.0, 9.0], (0, 0)]",9,R10
544,210,"[(0, 0), [22.75, 6.0], [24, 6.0], [24, 13.5], [24, 16.5], [19.5, 19.5], [15.25, 21.0], [47.5, 21.0], [41.0, 13.5], [31.25, 6.0], (0, 0)]",9,R10
545,264,"[(0, 0), [24, 13.5], [22.75, 15.0], [20.75, 22.5], [26, 22.5], [34.5, 12.0], [37.75, 6.0], [41.0, 15.0], [41.0, 18.0], [42.25, 13.5], [50.75, 9.0], (0, 0)]",9,R10
546,213,"[(0, 0), [24, 10.5], [24, 12.0], [20.75, 16.5], [26, 15.0], [28.0, 18.0], [41.0, 15.0], [41.0, 10.5], [44.25, 10.5], (0, 0)]",9,R10
547,146,"[(0, 0), [48.75, 6.0], [47.5, 22.5], (0, 0)]",9,R10
548,204,"[(0, 0), [20.75, 9.0], [20.75, 16.5], [22.75, 21.0], [24, 13.5], [39.0, 19.5], [41.0, 16.5], [41.0, 13.5], [48.75, 9.0], (0, 0)]",9,R10
549,241,"[(0, 0), [20.75, 10.5], [22.75, 10.5], [26, 9.0], [26, 22.5], [35.75, 21.0], [44.25, 12.0], [44.25, 21.0], [47.5, 22.5], [42.25, 15.0], [41.0, 15.0], [41.0, 10.5], (0, 0)]",9,R10
550,268,"[(0, 0), [20.75, 9.0], [24, 10.5], [24, 16.5], [22.75, 13.5], [19.5, 16.5], [20.75, 22.5], [28.0, 18.0], [35.75, 21.0], [44.25, 21.0], [47.5, 21.0], [45.5, 12.0], [32.5, 9.0], (0, 0)]",9,R10
551,254,"[(0, 0), [20.75, 9.0], [20.75, 18.0], [22.75, 18.0], [32.5, 21.0], [28.0, 21.0], [28.0, 15.0], [28.0, 6.0], [34.5, 9.0], [42.25, 9.0], [45.5, 15.0], [41.0, 16.5], [41.0, 10.5], (0, 0)]",9,R10
